case_id,fraud_type,scenario,modus_operandi,warning_signs,prevention_tips,legal_consequence,keywords,date,region,loss_amount,victim_age,detailed_description
78.0,兼职刷单,大学生在贴吧看到兼职信息,声称做饿了么刷单，需要先交押金,要求交押金的兼职都是诈骗,①不交押金 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,押金,饿了么,贴吧",2025-05-08,南京,39007.0,18.0,大学生在贴吧看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做饿了么刷单，需要先交押金。警示信号：要求交押金的兼职都是诈骗。防范建议：①不交押金 ②通过正规平台找兼职 ③不相信高回报承诺。 常见口语场景：室友说有个副业先交99块会员费；有个App帮商家做好评注册完要充值激活；做了几单任务账户被风控要交解封费；帮平台刷新用户注册先充押金；代刷粉丝服务先充值；系统说收益被冻结要交保证金才能提现。 识别关键词：会员费、充值激活、账户风控、解封费、刷新用户、收益冻结、保证金提现。
79.0,兼职刷单,大学生在小红书看到兼职信息,声称做抖音刷单，需要先交会员费,要求交会费的兼职都是诈骗,①不交会员费 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,会员费,抖音,小红书",2025-05-24,北京,2798.0,19.0,大学生在小红书看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做抖音刷单，需要先交会员费。警示信号：要求交会费的兼职都是诈骗。防范建议：①不交会员费 ②通过正规平台找兼职 ③不相信高回报承诺。 常见口语场景：室友说有个副业先交99块会员费；有个App帮商家做好评注册完要充值激活；做了几单任务账户被风控要交解封费；帮平台刷新用户注册先充押金；代刷粉丝服务先充值；系统说收益被冻结要交保证金才能提现。 识别关键词：会员费、充值激活、账户风控、解封费、刷新用户、收益冻结、保证金提现。
80.0,兼职刷单,大学生在B站看到兼职信息,声称做B站刷单，需要先交押金,要求交押金的兼职都是诈骗,①不交押金 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,押金,B站,视频",2025-08-11,上海,33294.0,21.0,大学生在B站看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做B站刷单，需要先交押金。警示信号：要求交押金的兼职都是诈骗。防范建议：①不交押金 ②通过正规平台找兼职 ③不相信高回报承诺。 核心识别逻辑：任何要求先交钱才能开始赚钱的兼职都是诈骗。无论叫会员费、激活费、保证金、押金还是培训费，本质都是骗钱。常见变种：做好评员/评价员先交会员费；帮商家刷量先垫付货款；接副业订单先充值激活账号；完成任务后说账户异常要交费解冻才能提现。 识别关键词：先交钱才能赚钱、会员费、激活费、刷量先垫款、账户异常解冻费。
81.0,兼职刷单,大学生在抖音看到兼职信息,声称做快手刷单，需要先交保证金,要求交保证金的兼职都是诈骗,①不交保证金 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,保证金,快手,抖音",2025-08-03,南京,20409.0,22.0,大学生在抖音看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做快手刷单，需要先交保证金。警示信号：要求交保证金的兼职都是诈骗。防范建议：①不交保证金 ②通过正规平台找兼职 ③不相信高回报承诺。 核心识别逻辑：任何要求先交钱才能开始赚钱的兼职都是诈骗。无论叫会员费、激活费、保证金、押金还是培训费，本质都是骗钱。常见变种：做好评员/评价员先交会员费；帮商家刷量先垫付货款；接副业订单先充值激活账号；完成任务后说账户异常要交费解冻才能提现。 识别关键词：先交钱才能赚钱、会员费、激活费、刷量先垫款、账户异常解冻费。
82.0,兼职刷单,大学生在快手看到兼职信息,声称做微信刷单，需要先交押金,要求交押金的兼职都是诈骗,①不交押金 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,押金,微信,快手",2026-02-16,北京,47206.0,18.0,大学生在快手看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做微信刷单，需要先交押金。警示信号：要求交押金的兼职都是诈骗。防范建议：①不交押金 ②通过正规平台找兼职 ③不相信高回报承诺。 核心识别逻辑：任何要求先交钱才能开始赚钱的兼职都是诈骗。无论叫会员费、激活费、保证金、押金还是培训费，本质都是骗钱。常见变种：做好评员/评价员先交会员费；帮商家刷量先垫付货款；接副业订单先充值激活账号；完成任务后说账户异常要交费解冻才能提现。 识别关键词：先交钱才能赚钱、会员费、激活费、刷量先垫款、账户异常解冻费。
83.0,兼职刷单,大学生在微信公众号看到兼职信息,声称做微博刷单，需要先交入职费,要求交入职费的兼职都是诈骗,①不交入职费 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,入职费,微博,公众号",2025-07-04,重庆,5907.0,22.0,大学生在微信公众号看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做微博刷单，需要先交入职费。警示信号：要求交入职费的兼职都是诈骗。防范建议：①不交入职费 ②通过正规平台找兼职 ③不相信高回报承诺。 核心识别逻辑：任何要求先交钱才能开始赚钱的兼职都是诈骗。无论叫会员费、激活费、保证金、押金还是培训费，本质都是骗钱。常见变种：做好评员/评价员先交会员费；帮商家刷量先垫付货款；接副业订单先充值激活账号；完成任务后说账户异常要交费解冻才能提现。 识别关键词：先交钱才能赚钱、会员费、激活费、刷量先垫款、账户异常解冻费。
84.0,兼职刷单,大学生在百度贴吧看到兼职信息,声称做百度刷单，需要先交培训费,要求交培训费的兼职都是诈骗,①不交培训费 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,培训费,百度,贴吧",2026-02-19,南京,1919.0,20.0,大学生在百度贴吧看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做百度刷单，需要先交培训费。警示信号：要求交培训费的兼职都是诈骗。防范建议：①不交培训费 ②通过正规平台找兼职 ③不相信高回报承诺。 核心识别逻辑：任何要求先交钱才能开始赚钱的兼职都是诈骗。无论叫会员费、激活费、保证金、押金还是培训费，本质都是骗钱。常见变种：做好评员/评价员先交会员费；帮商家刷量先垫付货款；接副业订单先充值激活账号；完成任务后说账户异常要交费解冻才能提现。 识别关键词：先交钱才能赚钱、会员费、激活费、刷量先垫款、账户异常解冻费。
85.0,兼职刷单,大学生在豆瓣看到兼职信息,声称做知乎刷单，需要先交押金,要求交押金的兼职都是诈骗,①不交押金 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,押金,知乎,豆瓣",2025-09-05,武汉,33921.0,19.0,大学生在豆瓣看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做知乎刷单，需要先交押金。警示信号：要求交押金的兼职都是诈骗。防范建议：①不交押金 ②通过正规平台找兼职 ③不相信高回报承诺。 核心识别逻辑：任何要求先交钱才能开始赚钱的兼职都是诈骗。无论叫会员费、激活费、保证金、押金还是培训费，本质都是骗钱。常见变种：做好评员/评价员先交会员费；帮商家刷量先垫付货款；接副业订单先充值激活账号；完成任务后说账户异常要交费解冻才能提现。 识别关键词：先交钱才能赚钱、会员费、激活费、刷量先垫款、账户异常解冻费。
86.0,兼职刷单,大学生在知乎看到兼职信息,声称做小红书刷单，需要先交保证金,要求交保证金的兼职都是诈骗,①不交保证金 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,保证金,小红书,知乎",2025-06-05,南京,19648.0,20.0,大学生在知乎看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做小红书刷单，需要先交保证金。警示信号：要求交保证金的兼职都是诈骗。防范建议：①不交保证金 ②通过正规平台找兼职 ③不相信高回报承诺。 核心识别逻辑：任何要求先交钱才能开始赚钱的兼职都是诈骗。无论叫会员费、激活费、保证金、押金还是培训费，本质都是骗钱。常见变种：做好评员/评价员先交会员费；帮商家刷量先垫付货款；接副业订单先充值激活账号；完成任务后说账户异常要交费解冻才能提现。 识别关键词：先交钱才能赚钱、会员费、激活费、刷量先垫款、账户异常解冻费。
87.0,兼职刷单,大学生在微博看到兼职信息,声称做B站刷单，需要先交入职费,要求交入职费的兼职都是诈骗,①不交入职费 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,入职费,B站,微博",2025-08-22,重庆,10045.0,19.0,大学生在微博看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做B站刷单，需要先交入职费。警示信号：要求交入职费的兼职都是诈骗。防范建议：①不交入职费 ②通过正规平台找兼职 ③不相信高回报承诺。 核心识别逻辑：任何要求先交钱才能开始赚钱的兼职都是诈骗。无论叫会员费、激活费、保证金、押金还是培训费，本质都是骗钱。常见变种：做好评员/评价员先交会员费；帮商家刷量先垫付货款；接副业订单先充值激活账号；完成任务后说账户异常要交费解冻才能提现。 识别关键词：先交钱才能赚钱、会员费、激活费、刷量先垫款、账户异常解冻费。
88.0,兼职刷单,大学生在B站看到兼职信息,声称做抖音刷单，需要先交培训费,要求交培训费的兼职都是诈骗,①不交培训费 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,培训费,抖音,B站",2025-05-18,上海,7579.0,19.0,大学生在B站看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做抖音刷单，需要先交培训费。警示信号：要求交培训费的兼职都是诈骗。防范建议：①不交培训费 ②通过正规平台找兼职 ③不相信高回报承诺。 核心识别逻辑：任何要求先交钱才能开始赚钱的兼职都是诈骗。无论叫会员费、激活费、保证金、押金还是培训费，本质都是骗钱。常见变种：做好评员/评价员先交会员费；帮商家刷量先垫付货款；接副业订单先充值激活账号；完成任务后说账户异常要交费解冻才能提现。 识别关键词：先交钱才能赚钱、会员费、激活费、刷量先垫款、账户异常解冻费。
89.0,兼职刷单,大学生在抖音看到兼职信息,声称做快手刷单，需要先交会员费,要求交会费的兼职都是诈骗,①不交会员费 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,会员费,快手,抖音",2025-08-30,广州,31948.0,22.0,大学生在抖音看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做快手刷单，需要先交会员费。警示信号：要求交会费的兼职都是诈骗。防范建议：①不交会员费 ②通过正规平台找兼职 ③不相信高回报承诺。 核心识别逻辑：任何要求先交钱才能开始赚钱的兼职都是诈骗。无论叫会员费、激活费、保证金、押金还是培训费，本质都是骗钱。常见变种：做好评员/评价员先交会员费；帮商家刷量先垫付货款；接副业订单先充值激活账号；完成任务后说账户异常要交费解冻才能提现。 识别关键词：先交钱才能赚钱、会员费、激活费、刷量先垫款、账户异常解冻费。
90.0,兼职刷单,大学生在快手看到兼职信息,声称做微信刷单，需要先交保证金,要求交保证金的兼职都是诈骗,①不交保证金 ②通过正规平台找兼职 ③不相信高回报承诺,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"刷单,兼职,保证金,微信,快手",2026-03-11,广州,34793.0,23.0,大学生在快手看到兼职信息，遇到兼职刷单诈骗。骗子通过声称做微信刷单，需要先交保证金。警示信号：要求交保证金的兼职都是诈骗。防范建议：①不交保证金 ②通过正规平台找兼职 ③不相信高回报承诺。 核心识别逻辑：任何要求先交钱才能开始赚钱的兼职都是诈骗。无论叫会员费、激活费、保证金、押金还是培训费，本质都是骗钱。常见变种：做好评员/评价员先交会员费；帮商家刷量先垫付货款；接副业订单先充值激活账号；完成任务后说账户异常要交费解冻才能提现。 识别关键词：先交钱才能赚钱、会员费、激活费、刷量先垫款、账户异常解冻费。
91.0,虚拟人设交友,大学生在社交软件认识陌生人,声称是富二代，要求转账,网络交友需谨慎，不要轻易转账,①不向网友转账 ②核实对方身份 ③保护个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"虚拟人设,交友,转账,富二代,社交软件",2025-09-25,成都,32696.0,22.0,大学生在社交软件认识陌生人，遇到虚拟人设交友诈骗。骗子通过声称是富二代，要求转账。警示信号：网络交友需谨慎，不要轻易转账。防范建议：①不向网友转账 ②核实对方身份 ③保护个人信息。 常见口语场景：交友App认识的人长期不愿视频；说是退伍军人或高校教师取得信任后借钱；聊天感情好但一直找借口不见面；在投资互助群认识后引导买理财产品；游戏里认识的人说投资亏损希望借钱渡过难关；网恋对象说遇到意外急需转账。 识别关键词：长期不视频、高校教师身份、不肯见面、投资互助群、游戏认识借钱、网恋急需转账。
92.0,虚拟人设交友,大学生在游戏中认识陌生人,声称是游戏主播，要求刷礼物,游戏中不要轻易给陌生人刷礼物,①不刷礼物 ②核实对方身份 ③保护个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"虚拟人设,交友,游戏,主播,礼物",2025-10-06,上海,45978.0,25.0,大学生在游戏中认识陌生人，遇到虚拟人设交友诈骗。骗子通过声称是游戏主播，要求刷礼物。警示信号：游戏中不要轻易给陌生人刷礼物。防范建议：①不刷礼物 ②核实对方身份 ③保护个人信息。 常见口语场景：交友App认识的人长期不愿视频；说是退伍军人或高校教师取得信任后借钱；聊天感情好但一直找借口不见面；在投资互助群认识后引导买理财产品；游戏里认识的人说投资亏损希望借钱渡过难关；网恋对象说遇到意外急需转账。 识别关键词：长期不视频、高校教师身份、不肯见面、投资互助群、游戏认识借钱、网恋急需转账。
93.0,虚拟人设交友,大学生在直播平台认识主播,声称需要资金支持，要求转账,直播平台交友需谨慎，不要轻易转账,①不向主播转账 ②核实主播身份 ③保护个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"虚拟人设,交友,直播,转账,资金支持",2025-12-23,杭州,39208.0,21.0,大学生在直播平台认识主播，遇到虚拟人设交友诈骗。骗子通过声称需要资金支持，要求转账。警示信号：直播平台交友需谨慎，不要轻易转账。防范建议：①不向主播转账 ②核实主播身份 ③保护个人信息。 常见口语场景：交友App认识的人长期不愿视频；说是退伍军人或高校教师取得信任后借钱；聊天感情好但一直找借口不见面；在投资互助群认识后引导买理财产品；游戏里认识的人说投资亏损希望借钱渡过难关；网恋对象说遇到意外急需转账。 识别关键词：长期不视频、高校教师身份、不肯见面、投资互助群、游戏认识借钱、网恋急需转账。
94.0,虚拟人设交友,大学生在相亲软件认识陌生人,声称需要见面，要求交保证金,相亲软件需谨慎，不要轻易交保证金,①不交保证金 ②核实对方身份 ③保护个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"虚拟人设,交友,相亲,保证金,见面",2026-02-27,杭州,3123.0,25.0,大学生在相亲软件认识陌生人，遇到虚拟人设交友诈骗。骗子通过声称需要见面，要求交保证金。警示信号：相亲软件需谨慎，不要轻易交保证金。防范建议：①不交保证金 ②核实对方身份 ③保护个人信息。 常见口语场景：交友App认识的人长期不愿视频；说是退伍军人或高校教师取得信任后借钱；聊天感情好但一直找借口不见面；在投资互助群认识后引导买理财产品；游戏里认识的人说投资亏损希望借钱渡过难关；网恋对象说遇到意外急需转账。 识别关键词：长期不视频、高校教师身份、不肯见面、投资互助群、游戏认识借钱、网恋急需转账。
95.0,虚拟人设交友,大学生在论坛认识陌生人,声称需要帮忙买东西，要求转账,论坛交友需谨慎，不要轻易转账,①不向网友转账 ②核实对方身份 ③保护个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"虚拟人设,交友,论坛,转账,买东西",2025-08-06,重庆,7815.0,21.0,大学生在论坛认识陌生人，遇到虚拟人设交友诈骗。骗子通过声称需要帮忙买东西，要求转账。警示信号：论坛交友需谨慎，不要轻易转账。防范建议：①不向网友转账 ②核实对方身份 ③保护个人信息。 常见口语场景：交友App认识的人长期不愿视频；说是退伍军人或高校教师取得信任后借钱；聊天感情好但一直找借口不见面；在投资互助群认识后引导买理财产品；游戏里认识的人说投资亏损希望借钱渡过难关；网恋对象说遇到意外急需转账。 识别关键词：长期不视频、高校教师身份、不肯见面、投资互助群、游戏认识借钱、网恋急需转账。
96.0,虚拟人设交友,大学生在微信群认识陌生人,声称是同学，要求借钱,微信群交友需谨慎，不要轻易借钱,①不向网友借钱 ②核实对方身份 ③保护个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"虚拟人设,交友,微信群,借钱,同学",2025-04-02,杭州,1976.0,21.0,大学生在微信群认识陌生人，遇到虚拟人设交友诈骗。骗子通过声称是同学，要求借钱。警示信号：微信群交友需谨慎，不要轻易借钱。防范建议：①不向网友借钱 ②核实对方身份 ③保护个人信息。 常见口语场景：交友App认识的人长期不愿视频；说是退伍军人或高校教师取得信任后借钱；聊天感情好但一直找借口不见面；在投资互助群认识后引导买理财产品；游戏里认识的人说投资亏损希望借钱渡过难关；网恋对象说遇到意外急需转账。 识别关键词：长期不视频、高校教师身份、不肯见面、投资互助群、游戏认识借钱、网恋急需转账。
97.0,虚拟人设交友,大学生在QQ群认识陌生人,声称是老师，要求交资料费,QQ群交友需谨慎，不要轻易交资料费,①不交资料费 ②核实对方身份 ③保护个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"虚拟人设,交友,QQ群,资料费,老师",2025-09-01,南京,47343.0,24.0,大学生在QQ群认识陌生人，遇到虚拟人设交友诈骗。骗子通过声称是老师，要求交资料费。警示信号：QQ群交友需谨慎，不要轻易交资料费。防范建议：①不交资料费 ②核实对方身份 ③保护个人信息。 常见口语场景：交友App认识的人长期不愿视频；说是退伍军人或高校教师取得信任后借钱；聊天感情好但一直找借口不见面；在投资互助群认识后引导买理财产品；游戏里认识的人说投资亏损希望借钱渡过难关；网恋对象说遇到意外急需转账。 识别关键词：长期不视频、高校教师身份、不肯见面、投资互助群、游戏认识借钱、网恋急需转账。
98.0,虚拟人设交友,大学生在微博认识陌生人,声称是记者，要求采访费,微博交友需谨慎，不要轻易交采访费,①不交采访费 ②核实对方身份 ③保护个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"虚拟人设,交友,微博,采访费,记者",2025-06-03,上海,26667.0,24.0,大学生在微博认识陌生人，遇到虚拟人设交友诈骗。骗子通过声称是记者，要求采访费。警示信号：微博交友需谨慎，不要轻易交采访费。防范建议：①不交采访费 ②核实对方身份 ③保护个人信息。 常见口语场景：交友App认识的人长期不愿视频；说是退伍军人或高校教师取得信任后借钱；聊天感情好但一直找借口不见面；在投资互助群认识后引导买理财产品；游戏里认识的人说投资亏损希望借钱渡过难关；网恋对象说遇到意外急需转账。 识别关键词：长期不视频、高校教师身份、不肯见面、投资互助群、游戏认识借钱、网恋急需转账。
99.0,虚拟人设交友,大学生在知乎认识陌生人,声称是律师，要求咨询费,知乎交友需谨慎，不要轻易交咨询费,①不交咨询费 ②核实对方身份 ③保护个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"虚拟人设,交友,知乎,咨询费,律师",2025-09-23,重庆,4859.0,20.0,大学生在知乎认识陌生人，遇到虚拟人设交友诈骗。骗子通过声称是律师，要求咨询费。警示信号：知乎交友需谨慎，不要轻易交咨询费。防范建议：①不交咨询费 ②核实对方身份 ③保护个人信息。 常见口语场景：交友App认识的人长期不愿视频；说是退伍军人或高校教师取得信任后借钱；聊天感情好但一直找借口不见面；在投资互助群认识后引导买理财产品；游戏里认识的人说投资亏损希望借钱渡过难关；网恋对象说遇到意外急需转账。 识别关键词：长期不视频、高校教师身份、不肯见面、投资互助群、游戏认识借钱、网恋急需转账。
100.0,虚拟人设交友,大学生在B站认识陌生人,声称是导演，要求赞助费,B站交友需谨慎，不要轻易交赞助费,①不交赞助费 ②核实对方身份 ③保护个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"虚拟人设,交友,B站,赞助费,导演",2025-10-11,北京,14827.0,18.0,大学生在B站认识陌生人，遇到虚拟人设交友诈骗。骗子通过声称是导演，要求赞助费。警示信号：B站交友需谨慎，不要轻易交赞助费。防范建议：①不交赞助费 ②核实对方身份 ③保护个人信息。 常见口语场景：交友App认识的人长期不愿视频；说是退伍军人或高校教师取得信任后借钱；聊天感情好但一直找借口不见面；在投资互助群认识后引导买理财产品；游戏里认识的人说投资亏损希望借钱渡过难关；网恋对象说遇到意外急需转账。 识别关键词：长期不视频、高校教师身份、不肯见面、投资互助群、游戏认识借钱、网恋急需转账。
101.0,校园贷,大学生在网上看到贷款信息,声称可以无息贷款，需要先交手续费,正规贷款不需要先交手续费,①通过正规渠道贷款 ②不相信无息诱惑 ③不向陌生账户转账,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"校园贷,贷款,手续费,无息,网上",2026-01-07,杭州,46269.0,23.0,大学生在网上看到贷款信息，遇到校园贷诈骗。骗子通过声称可以无息贷款，需要先交手续费。警示信号：正规贷款不需要先交手续费。防范建议：①通过正规渠道贷款 ②不相信无息诱惑 ③不向陌生账户转账。 用户常见表述：有人说帮我借到钱只需提供身份证；注册完要先交激活费；说日息0.05%实际年化超高；平台关闭让我提前还款；征信差也能借到钱；资金流水帮朋友走一遍；账号里有待领取的钱要验证身份。 识别关键词：激活费、周转、征信、日息、月息、资金流水、待领取、验证身份。
102.0,校园贷,大学生在微信看到贷款信息,声称可以快速贷款，需要先填个人信息,要求填个人信息的贷款要谨慎,①保护个人信息 ②通过正规渠道贷款 ③不相信快速贷款,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"校园贷,贷款,个人信息,快速,微信",2025-06-02,武汉,49136.0,20.0,大学生在微信看到贷款信息，遇到校园贷诈骗。骗子通过声称可以快速贷款，需要先填个人信息。警示信号：要求填个人信息的贷款要谨慎。防范建议：①保护个人信息 ②通过正规渠道贷款 ③不相信快速贷款。 用户常见表述：有人说帮我借到钱只需提供身份证；注册完要先交激活费；说日息0.05%实际年化超高；平台关闭让我提前还款；征信差也能借到钱；资金流水帮朋友走一遍；账号里有待领取的钱要验证身份。 识别关键词：激活费、周转、征信、日息、月息、资金流水、待领取、验证身份。
103.0,校园贷,大学生在QQ群看到贷款信息,声称可以低息贷款，需要先交保证金,要求交保证金的贷款都是诈骗,①不交保证金 ②通过正规渠道贷款 ③不相信低息诱惑,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"校园贷,贷款,保证金,低息,QQ群",2026-03-03,上海,29328.0,19.0,大学生在QQ群看到贷款信息，遇到校园贷诈骗。骗子通过声称可以低息贷款，需要先交保证金。警示信号：要求交保证金的贷款都是诈骗。防范建议：①不交保证金 ②通过正规渠道贷款 ③不相信低息诱惑。 用户常见表述：有人说帮我借到钱只需提供身份证；注册完要先交激活费；说日息0.05%实际年化超高；平台关闭让我提前还款；征信差也能借到钱；资金流水帮朋友走一遍；账号里有待领取的钱要验证身份。 识别关键词：激活费、周转、征信、日息、月息、资金流水、待领取、验证身份。
104.0,校园贷,大学生在微博看到贷款信息,声称可以学生贷款，需要先验证身份,要求验证身份的贷款要谨慎,①核实贷款平台真伪 ②通过正规渠道贷款 ③保护个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"校园贷,贷款,身份验证,学生,微博",2025-04-13,成都,20976.0,22.0,大学生在微博看到贷款信息，遇到校园贷诈骗。骗子通过声称可以学生贷款，需要先验证身份。警示信号：要求验证身份的贷款要谨慎。防范建议：①核实贷款平台真伪 ②通过正规渠道贷款 ③保护个人信息。 用户常见表述：有人说帮我借到钱只需提供身份证；注册完要先交激活费；说日息0.05%实际年化超高；平台关闭让我提前还款；征信差也能借到钱；资金流水帮朋友走一遍；账号里有待领取的钱要验证身份。 识别关键词：激活费、周转、征信、日息、月息、资金流水、待领取、验证身份。
105.0,校园贷,大学生在知乎看到贷款信息,声称可以分期贷款，需要先下载APP,要求下载APP的贷款要谨慎,①不下载陌生APP ②通过正规渠道贷款 ③保护个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"校园贷,贷款,APP,分期,知乎",2025-04-15,重庆,646.0,23.0,大学生在知乎看到贷款信息，遇到校园贷诈骗。骗子通过声称可以分期贷款，需要先下载APP。警示信号：要求下载APP的贷款要谨慎。防范建议：①不下载陌生APP ②通过正规渠道贷款 ③保护个人信息。 用户常见表述：有人说帮我借到钱只需提供身份证；注册完要先交激活费；说日息0.05%实际年化超高；平台关闭让我提前还款；征信差也能借到钱；资金流水帮朋友走一遍；账号里有待领取的钱要验证身份。 识别关键词：激活费、周转、征信、日息、月息、资金流水、待领取、验证身份。
106.0,校园贷,大学生在贴吧看到贷款信息,声称可以应急贷款，需要先交工本费,要求交工本费的贷款都是诈骗,①不交工本费 ②通过正规渠道贷款 ③不相信应急贷款,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"校园贷,贷款,工本费,应急,贴吧",2025-06-10,西安,48839.0,24.0,大学生在贴吧看到贷款信息，遇到校园贷诈骗。骗子通过声称可以应急贷款，需要先交工本费。警示信号：要求交工本费的贷款都是诈骗。防范建议：①不交工本费 ②通过正规渠道贷款 ③不相信应急贷款。 用户常见表述：有人说帮我借到钱只需提供身份证；注册完要先交激活费；说日息0.05%实际年化超高；平台关闭让我提前还款；征信差也能借到钱；资金流水帮朋友走一遍；账号里有待领取的钱要验证身份。 识别关键词：激活费、周转、征信、日息、月息、资金流水、待领取、验证身份。
